business_name,telephone,business_page,category,website,street,locality,region,zipcode
Walton Central School District,(607) 865-4116,https://www.yellowpages.com/walton-ny/mip/walton-central-school-district-465546749,Public Schools,http://www.waltoncsd.org,47-49 Stockton Ave,Walton,NY,13856
Castle Creek United Methodist C,(607) 648-5898,https://www.yellowpages.com/castle-creek-ny/mip/castle-creek-united-methodist-c-15294453,"Religious Organizations,Methodist Churches,Churches & Places of Worship",http://umc.org,Po Box 63,Castle Creek,NY,13744
Chabad Of Southampton Jewish,(631) 287-2249,https://www.yellowpages.com/southampton-ny/mip/chabad-of-southampton-jewish-458617036,Religious Organizations,http://www.southamptonjewishcenter.com,214 Hill St,Southampton,NY,11968
Conelway Elementary School,(814) 665-9512,https://www.yellowpages.com/corry-pa/mip/conelway-elementary-school-3495612,"Public Schools,Elementary Schools,Preschools & Kindergarten",,18700 Conelway Rd,Corry,PA,16407
Jefferson Lewis Boces,(315) 779-7300,https://www.yellowpages.com/glenfield-ny/mip/jefferson-lewis-boces-12133482,Public Schools,https://www.boces.com,5836 State Route 12,Glenfield,NY,13343
Benson Village School,(802) 537-2491,https://www.yellowpages.com/fair-haven-vt/mip/benson-village-school-8312517,"Public Schools,Preschools & Kindergarten,Schools",http://benson.arsu.org,32 School St,Fair Haven,VT,05743
Saint Catherine's Hall,(814) 258-5121,https://www.yellowpages.com/westfield-pa/mip/saint-catherines-hall-10190175,"Religious Organizations,Catholic Churches,Churches & Places of Worship",,110 Race St,Westfield,PA,16950
Gideons International,(631) 286-2290,https://www.yellowpages.com/bellport-ny/mip/gideons-international-462757581,Religious Organizations,http://gideons.org,1700 Montauk Hwy,Bellport,NY,11713
Gideons International,(607) 648-4876,https://www.yellowpages.com/port-crane-ny/mip/gideons-international-453444883,"Religious Organizations,Bibles,Religious Goods",http://www.gideons.org,53 Winn Hill Rd,Port Crane,NY,13833
St Patricks St Anthonys Parish,(315) 737-8603,https://www.yellowpages.com/chadwicks-ny/mip/st-patricks-st-anthonys-parish-469063819,"Religious Organizations,Churches & Places of Worship,Catholic Churches",https://www.stpatricksstanthonys.org,3372 Oneida St,Chadwicks,NY,13319
Willow Field Elementary School,(315) 453-1196,https://www.yellowpages.com/liverpool-ny/mip/willow-field-elementary-school-460270520,"Public Schools,Preschools & Kindergarten,Elementary Schools",http://wfe.liverpool.k12.ny.us,3900 State Route 31,Liverpool,NY,13090
Utica City School District,(315) 792-2175,https://www.yellowpages.com/utica-ny/mip/utica-city-school-district-467036163,Public Schools,https://www.uticaschools.org/domain/15,211 Square St,Utica,NY,13501
Watertown City School District,(315) 785-3810,https://www.yellowpages.com/watertown-ny/mip/watertown-city-school-district-7352572,"Public Schools,Government Offices,High Schools",http://www.watertowncsd.org,1335 Washington St,Watertown,NY,13601
Skaneateles Central Schools 49 East Elizabeth St Skaneateles 131,(315) 291-2261,https://www.yellowpages.com/skaneateles-ny/mip/skaneateles-central-schools-49-east-elizabeth-st-skaneateles-131-458705432,"Public Schools,Schools",http://www.skanschools.org,Information 8 00 A M-4 30 P,Skaneateles,NY,13152
Brothers-Christian Instruction,(518) 562-8035,https://www.yellowpages.com/plattsburgh-ny/mip/brothers-christian-instruction-16912945,Religious Organizations,,93 Court St,Plattsburgh,NY,12901
Congregation Brith Hadoshah - CLOSED,(716) 873-8986,https://www.yellowpages.com/buffalo-ny/mip/congregation-brith-hadoshah-11010280,"Religious Organizations,Synagogues",,2608 Elmwood Ave,Buffalo,NY,14217
Franciscan Northside Ministries,(315) 423-9961,https://www.yellowpages.com/syracuse-ny/mip/franciscan-northside-ministries-3784527,"Religious Organizations,Churches & Places of Worship",http://assumptionchurchsyracuse.org/index.php?page=northside-ministries,804 N Salina St,Syracuse,NY,13208
Diocese Of Syracuse Roman,(315) 472-0203,https://www.yellowpages.com/syracuse-ny/mip/diocese-of-syracuse-roman-4458171,"Religious Organizations,Catholic Churches,Churches & Places of Worship",http://syracusediocese.org,1342 Lancaster Ave,Syracuse,NY,13210
The Yeshiva Limudel Hashem,(718) 782-0064,https://www.yellowpages.com/brooklyn-ny/mip/the-yeshiva-limudel-hashem-453387218,"Schools,Educational Services",,430 Kent Ave,Brooklyn,NY,11249
Hubbard Dianetics,(518) 475-1038,https://www.yellowpages.com/delmar-ny/mip/hubbard-dianetics-533058178,"Religious Organizations,Scientology Churches,Churches & Places of Worship",,10 Hallwood Rd,Delmar,NY,12054
Saint Isaac Jogues Church,(716) 761-6433,https://www.yellowpages.com/sherman-ny/mip/saint-isaac-jogues-church-453382000,Religious Organizations,http://www.sij.org,119 Miller St,Sherman,NY,14781
Congregation Shomray Hadath,(607) 732-7410,https://www.yellowpages.com/elmira-ny/mip/congregation-shomray-hadath-541043700,"Religious Organizations,Synagogues,Churches & Places of Worship",https://www.kolamielmira.org,1008 W Water St,Elmira,NY,14905
Independent Baptist Church,(518) 834-9620,https://www.yellowpages.com/keeseville-ny/mip/independent-baptist-church-468545998,"Religious Organizations,Baptist Churches,Churches & Places of Worship",http://www.ibck.org,RR 22,Keeseville,NY,12944
Berlin Elementary School,(518) 658-2127,https://www.yellowpages.com/berlin-ny/mip/berlin-elementary-school-5291155,"Public Schools,Preschools & Kindergarten,Elementary Schools",http://www.duanesburg.org,53 School St,Berlin,NY,12022
Blue Angel Emporium,(814) 596-0153,https://www.yellowpages.com/bradford-pa/mip/blue-angel-emporium-550798823,Religious Organizations,,17 Kennedy St,Bradford,PA,16701
Armor Elementary School,(716) 648-6520,https://www.yellowpages.com/hamburg-ny/mip/armor-elementary-school-535378921,"Public Schools,Schools,Elementary Schools",,5299 Abbott Rd,Hamburg,NY,14075
Bethlehem Revival Temple,(716) 284-0705,https://www.yellowpages.com/niagara-falls-ny/mip/bethlehem-revival-temple-10745344,"Religious Organizations,Churches & Places of Worship",https://thegoodnewsnewyork.com,2010 Virginia Ave,Niagara Falls,NY,14305
Batavia City School District,(585) 344-3013,https://www.yellowpages.com/batavia-ny/mip/batavia-city-school-district-483329461,"Public Schools,Schools,Elementary Schools",https://www.bataviacsd.org/middleschool.cfm,96 Ross St,Batavia,NY,14020
Lake George Central School District,(518) 668-5452,https://www.yellowpages.com/lake-george-ny/mip/lake-george-central-school-district-1597815,"Public Schools,Schools,Middle Schools",https://www.lkgeorge.org,381 Canada St,Lake George,NY,12845
Champlain Senior High School,(518) 298-8638,https://www.yellowpages.com/champlain-ny/mip/champlain-senior-high-school-3171352,"Public Schools,High Schools",https://www.nccscougar.org,103 State Route 276,Champlain,NY,12919
Benchmark Family Svcs,(315) 786-7285,https://www.yellowpages.com/watertown-ny/mip/benchmark-family-svcs-10914370,"Public Schools,Schools,Child Care",http://www.benchmarkwatertown.com,1635 Ohio St,Watertown,NY,13601
Glenmont Elementary School,(518) 463-1154,https://www.yellowpages.com/glenmont-ny/mip/glenmont-elementary-school-494929,"Public Schools,Elementary Schools,Preschools & Kindergarten",http://www.bethlehemschools.org/glenmont,328 Route 9w,Glenmont,NY,12077
Truman Elementary School,(716) 827-6741,https://www.yellowpages.com/buffalo-ny/mip/truman-elementary-school-13539264,"Public Schools,Elementary Schools,Preschools & Kindergarten",http://www.lackawannaschools.org/Domain/60,15 Inner Dr,Buffalo,NY,14218
Peterboro Elementary School,(315) 697-2027,https://www.yellowpages.com/canastota-ny/mip/peterboro-elementary-school-545403082,Public Schools,https://pses.canastotacsd.org,200 High St,Canastota,NY,13032
Ohio Community Church,(315) 826-3421,https://www.yellowpages.com/cold-brook-ny/mip/ohio-community-church-4886007,"Religious Organizations,Community Churches,Churches & Places of Worship",,107 Ash Creek Rd,Cold Brook,NY,13324
Bygrace Ministries,(980) 729-7151,https://www.yellowpages.com/canandaigua-ny/mip/bygrace-ministries-537058944,Religious Organizations,http://bygrace.co,5001 Wyffels Rd,Canandaigua,NY,14424
Alisa M Flatow Yeshiva High School,(201) 845-5167,https://www.yellowpages.com/paramus-nj/mip/alisa-m-flatow-yeshiva-high-school-1495250,Religious General Interest Schools,,243 Frisch Ct,Paramus,NJ,07652
Yeshiva Mesivta Chernobil,(718) 436-5517,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-mesivta-chernobil-466649551,"Public Schools,Schools,Private Schools (K-12)",,4114 12th Ave,Brooklyn,NY,11219
Broadalbin-Perth Central School District,(518) 954-2500,https://www.yellowpages.com/broadalbin-ny/mip/broadalbin-perth-central-school-district-457505352,"Public Schools,Educational Services,Schools",http://www.bpcsd.org,100 Bridge St,Broadalbin,NY,12025
Dewitt Clinton Elementary School,(716) 478-4600,https://www.yellowpages.com/lockport-ny/mip/dewitt-clinton-elementary-school-451903115,"Public Schools,Elementary Schools,Preschools & Kindergarten",,85 N Adam St,Lockport,NY,14094
Nativity Miguel Middle School,(716) 852-6854,https://www.yellowpages.com/buffalo-ny/mip/nativity-miguel-middle-school-469803402,"Public Schools,Schools,Elementary Schools",http://nativitymiguelbuffalo.org,26 Wright Ave,Buffalo,NY,14215
Jehovah's Witnesses,(315) 724-2742,https://www.yellowpages.com/utica-ny/mip/jehovahs-witnesses-453277081,"Religious Organizations,Jehovah's Witnesses Places of Worship,Churches & Places of Worship",http://jw.org,585 Trenton Ave,Utica,NY,13502
St Martha's Church,(716) 684-6342,https://www.yellowpages.com/depew-ny/mip/st-marthas-church-475954309,Religious Organizations,http://www.olbsdepew.org,10 French Rd,Depew,NY,14043
Our Lady of Victory-Father Bakers,(716) 828-9648,https://www.yellowpages.com/buffalo-ny/mip/our-lady-of-victory-father-bakers-475569752,"Religious Organizations,Charities,Day Care Centers & Nurseries",http://www.homesofcharity.org,780 Ridge Rd,Buffalo,NY,14218
Emmanuel Episcopal Church,(607) 334-8801,https://www.yellowpages.com/norwich-ny/mip/emmanuel-episcopal-church-503681724,"Religious Organizations,Episcopal Churches,Churches & Places of Worship",http://emmanuelnorwich.org,37 W Main St,Norwich,NY,13815
Neil Hellman School,(518) 426-2827,https://www.yellowpages.com/albany-ny/mip/neil-hellman-school-18655306,"Public Schools,Schools",,60 Academy Rd,Albany,NY,12208
Buffalo Public Schools,(716) 816-4890,https://www.yellowpages.com/buffalo-ny/mip/buffalo-public-schools-1001376,"Public Schools,Schools",http://buffaloschools.org,73 Pawnee Pkwy,Buffalo,NY,14210
Bible Lighthouse Inc,(570) 888-6615,https://www.yellowpages.com/sayre-pa/mip/bible-lighthouse-inc-497159480,"Religious Organizations,Bible Churches,Churches & Places of Worship",,54 Reel St,Sayre,PA,18840
Jefferson School,(607) 763-8430,https://www.yellowpages.com/binghamton-ny/mip/jefferson-school-4544396,Public Schools,http://www.binghamtonschools.org,151 Helen St,Binghamton,NY,13905
Schools-Buffalo Public,(716) 816-4794,https://www.yellowpages.com/buffalo-ny/mip/schools-buffalo-public-16595821,"Public Schools,Government Offices,Schools",https://www.buffaloschools.org,1725 Clinton St,Buffalo,NY,14206
Little River Community School,(315) 379-9474,https://www.yellowpages.com/canton-ny/mip/little-river-community-school-16631039,"Public Schools,Schools",http://littleriverschool.org,1227 County Route 25,Canton,NY,13617
Elbridge Community Church,(315) 689-3012,https://www.yellowpages.com/camillus-ny/mip/elbridge-community-church-8715533,"Religious Organizations,Baptist Churches,Churches & Places of Worship",,109 Emann Dr,Camillus,NY,13031
Roman Catholic Diocese of Syracuse,(315) 422-7203,https://www.yellowpages.com/syracuse-ny/mip/roman-catholic-diocese-of-syracuse-455667337,"Religious Organizations,Catholic Churches,Churches & Places of Worship",http://www.syracusediocese.org,240 E Onondaga St,Syracuse,NY,13202
Windsor Middle School,(607) 655-8247,https://www.yellowpages.com/windsor-ny/mip/windsor-middle-school-7838096,"Public Schools,Schools,Middle Schools",http://www.windsor-csd.org,213 Main St,Windsor,NY,13865
St Mary's Church,(315) 688-2683,https://www.yellowpages.com/copenhagen-ny/mip/st-marys-church-6061306,"Religious Organizations,Catholic Churches,Churches & Places of Worship",http://catholicsofcarthagecopenhagen.org,9790 State Route 12,Copenhagen,NY,13626
Mexico Academy & Central School District,(315) 963-8400,https://www.yellowpages.com/mexico-ny/mip/mexico-academy-central-school-district-467510348,"Public Schools,Schools",http://www.mexico.cnyric.org,40 Academy St,Mexico,NY,13114
Conduit Ministries,(716) 720-4891,https://www.yellowpages.com/jamestown-ny/mip/conduit-ministries-503641261,"Religious Organizations,Churches & Places of Worship",http://conduitministries.com,120 Delaware Ave,Jamestown,NY,14701
Jehovah's Witnesses,(716) 692-7340,https://www.yellowpages.com/north-tonawanda-ny/mip/jehovahs-witnesses-4079889,"Religious Organizations,Jehovah's Witnesses Places of Worship,Churches & Places of Worship",https://www.jw.org/en,7375 Nash Rd,North Tonawanda,NY,14120
Village Of The Vine Ministries,(607) 965-0603,https://www.yellowpages.com/edmeston-ny/mip/village-of-the-vine-ministries-29448063,"Religious Organizations,Churches & Places of Worship",,20 West St,Edmeston,NY,13335
Yeshiva Darkei Emunah,(845) 425-0717,https://www.yellowpages.com/monsey-ny/mip/yeshiva-darkei-emunah-540896481,"Public Schools,Schools,Elementary Schools",,201 Route 306,Monsey,NY,10952
Stanley G Falk School,(716) 882-0090,https://www.yellowpages.com/buffalo-ny/mip/stanley-g-falk-school-13025932,"Public Schools,Schools,Educational Services",https://www.falkschool.com,824 Delaware Ave,Buffalo,NY,14209
Clinton Central School District,(315) 853-5574,https://www.yellowpages.com/clinton-ny/mip/clinton-central-school-district-460404951,"Public Schools,Schools,Preschools & Kindergarten",http://www.ccs.edu,75 Chenango Ave,Clinton,NY,13323
Care-A-Van Ministries,(585) 343-0328,https://www.yellowpages.com/batavia-ny/mip/care-a-van-ministries-17056570,"Religious Organizations,Churches & Places of Worship",http://www.cavministries.org,4 Lewis Ave,Batavia,NY,14020
North Syracuse Central Schools,(315) 218-3000,https://www.yellowpages.com/cicero-ny/mip/north-syracuse-central-schools-488345936,Public Schools,,6150 S Bay Rd,Cicero,NY,13039
Nichols School,(716) 332-6300,https://www.yellowpages.com/buffalo-ny/mip/nichols-school-7740960,"Public Schools,Educational Services,Schools",http://www.nicholsschool.org,1250 Amherst St,Buffalo,NY,14216
Cornerstone Outreach Center,(518) 642-1898,https://www.yellowpages.com/fort-edward-ny/mip/cornerstone-outreach-center-481379181,Religious Organizations,http://www.cornerstoneoutreachcenter.com,1767 State Route 196,Fort Edward,NY,12828
Elmira City School District Other District Offices,(607) 735-3550,https://www.yellowpages.com/elmira-ny/mip/elmira-city-school-district-other-district-offices-29205710,"Public Schools,Schools",,,Elmira,NY,14901
Camden Central Schools Bus,(315) 245-0878,https://www.yellowpages.com/camden-ny/mip/camden-central-schools-bus-528626020,Public Schools,http://www.camdenschools.org,91 Liberty St,Camden,NY,13316
Antwerp Primary School,(315) 659-8386,https://www.yellowpages.com/antwerp-ny/mip/antwerp-primary-school-11754727,"Public Schools,Elementary Schools,Schools",https://www.ircsd.org,6 Academy St,Antwerp,NY,13608
Church of The Atonemen,(631) 653-6798,https://www.yellowpages.com/quogue-ny/mip/church-of-the-atonemen-453293136,Religious Organizations,,Po Box 928,Quogue,NY,11959
Cazenovia School Supt,(315) 655-1314,https://www.yellowpages.com/cazenovia-ny/mip/cazenovia-school-supt-462664676,Public Schools,,31 Emory Ave,Cazenovia,NY,13035
Knoxville Yoked Church,(814) 326-4187,https://www.yellowpages.com/knoxville-pa/mip/knoxville-yoked-church-468279854,"Religious Organizations,Methodist Churches,Churches & Places of Worship",,110 Alba St,Knoxville,PA,16928
Syracuse City School District,(315) 435-4450,https://www.yellowpages.com/syracuse-ny/mip/syracuse-city-school-district-28755716,Public Schools,,1613 James St,Syracuse,NY,13203
Mosaic Ministries,(607) 299-4873,https://www.yellowpages.com/cortland-ny/mip/mosaic-ministries-459890219,"Religious Organizations,Churches & Places of Worship",http://twitter.com/mosaiccompany,49 Greenbush St,Cortland,NY,13045
Cataract Elementary School,(716) 283-7721,https://www.yellowpages.com/niagara-falls-ny/mip/cataract-elementary-school-465097285,"Public Schools,Elementary Schools,Schools",http://www.nfschools.net/Domain/1039,6431 Girard Ave,Niagara Falls,NY,14304
Zvi Dov Roth Academy Of Yeshiva Rambam,(718) 677-5100,https://www.yellowpages.com/brooklyn-ny/mip/zvi-dov-roth-academy-of-yeshiva-rambam-287236,"Preschools & Kindergarten,Private Schools (K-12),Religious General Interest Schools",,3300 Kings Hwy,Brooklyn,NY,11234
Efficient School Team,(716) 931-9110,https://www.yellowpages.com/buffalo-ny/mip/efficient-school-team-15863395,Public Schools,,319 Vulcan St,Buffalo,NY,14207
Knickerbocker School,(315) 785-3740,https://www.yellowpages.com/watertown-ny/mip/knickerbocker-school-3424284,"Public Schools,Preschools & Kindergarten,Elementary Schools",http://www.watertowncsd.org,739 Knickerbocker Dr,Watertown,NY,13601
Otsego Northern Catskills,(607) 286-7715,https://www.yellowpages.com/schenevus-ny/mip/otsego-northern-catskills-541998516,Public Schools,,159 Main St,Schenevus,NY,12155
Meachem Elementary School,(315) 435-4610,https://www.yellowpages.com/syracuse-ny/mip/meachem-elementary-school-12473482,"Public Schools,Elementary Schools,Preschools & Kindergarten",http://www.syracusecityschools.com,171 Spaulding Ave,Syracuse,NY,13205
Yeshiva Tiferes Elimelech,(718) 438-1779,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-tiferes-elimelech-1107215,"Public Schools,Schools,Elementary Schools",,1650 56th St,Brooklyn,NY,11204
Blodgett Middle School,(315) 435-4386,https://www.yellowpages.com/syracuse-ny/mip/blodgett-middle-school-459133471,"Public Schools,Elementary Schools,Preschools & Kindergarten",http://www.syracusecityschools.com/westside,312 Oswego St,Syracuse,NY,13204
Weedsport Elementary School,(315) 834-6685,https://www.yellowpages.com/weedsport-ny/mip/weedsport-elementary-school-5093497,"Public Schools,Schools,Government Offices",http://www.weedsport.org/ElementarySchool.cfm?subpage=27,8954 Jackson St,Weedsport,NY,13166
Suisan M Boring Pastor,(585) 589-5480,https://www.yellowpages.com/albion-ny/mip/suisan-m-boring-pastor-28933865,Religious Organizations,http://umc.org,13407 Eagle Harbor Knowlesville Rd,Albion,NY,14411
Jehovah's Witnesses,(585) 593-2406,https://www.yellowpages.com/wellsville-ny/mip/jehovahs-witnesses-8299189,"Religious Organizations,Churches & Places of Worship",http://www.watchtower.org,115 Chamberlain St,Wellsville,NY,14895
Upper Room Church of God in Christ,(716) 884-2512,https://www.yellowpages.com/buffalo-ny/mip/upper-room-church-of-god-in-christ-11503323,"Religious Organizations,Church of God,Churches & Places of Worship",http://upperroomgospel.org,131 Florida St,Buffalo,NY,14208
Yeshiva Gedolah Kesser Torah,(845) 406-4308,https://www.yellowpages.com/monsey-ny/mip/yeshiva-gedolah-kesser-torah-526275265,Colleges & Universities,,28 Cedar Ln,Monsey,NY,10952
Osmanli Dergahi,(607) 829-4040,https://www.yellowpages.com/sidney-ny/mip/osmanli-dergahi-534527443,Religious Organizations,,2313 Thorpe Hill Rd,Sidney,NY,13838
Liverpool Ninth Grade Annex,(315) 453-1275,https://www.yellowpages.com/liverpool-ny/mip/liverpool-ninth-grade-annex-15837502,"Public Schools,Schools,Elementary Schools",http://www.liverpool.k12.ny.us,4340 Wetzel Rd,Liverpool,NY,13090
Mary E Dardess Elementary School,(518) 392-2255,https://www.yellowpages.com/chatham-ny/mip/mary-e-dardess-elementary-school-1593435,Public Schools,http://www.chathamcentralschools.com,50 Woodbridge Ave,Chatham,NY,12037
Southwestern Central School District,(716) 763-8391,https://www.yellowpages.com/lakewood-ny/mip/southwestern-central-school-district-470042743,"Public Schools,Schools,Elementary Schools",,31 Lakeview Ave,Lakewood,NY,14750
Revolutionary Life Church,(716) 664-1101,https://www.yellowpages.com/jamestown-ny/mip/revolutionary-life-church-462858487,"Religious Organizations,Full Gospel Churches,Churches & Places of Worship",,21 E 3rd St Apt 500,Jamestown,NY,14701
Believers Chapel,(315) 697-2866,https://www.yellowpages.com/canastota-ny/mip/believers-chapel-1758189,"Religious Organizations,Churches & Places of Worship,Non-Denominational Churches",https://www.believers-chapel.com,2657 Seneca Tpke,Canastota,NY,13032
Ss Columbia Brigid Church Office,(716) 852-3331,https://www.yellowpages.com/buffalo-ny/mip/ss-columbia-brigid-church-office-465561276,"Religious Organizations,Churches & Places of Worship",,75 Hickory St,Buffalo,NY,14204
Yeshiva Of Nitra Rabbinical,(718) 384-5460,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-of-nitra-rabbinical-467641644,"Public Schools,Schools,Private Schools (K-12)",http://www.yeshivaofnitra.org,194 Division Ave,Brooklyn,NY,11211
Stanley G Falk School,(716) 894-3892,https://www.yellowpages.com/buffalo-ny/mip/stanley-g-falk-school-15598525,Public Schools,http://www.falkschool.com,31 Rossler Ave,Buffalo,NY,14206
Morrisville Eaton Middle High School Elementary School,(315) 684-9288,https://www.yellowpages.com/morrisville-ny/mip/morrisville-eaton-middle-high-school-elementary-school-4231525,"Public Schools,Schools",,,Morrisville,NY,13408
Russian Orthodox Church,(315) 858-2208,https://www.yellowpages.com/mohawk-ny/mip/russian-orthodox-church-462964041,"Religious Organizations,Convents & Monasteries",https://www.google.com/webhp,1520 State Route 167,Mohawk,NY,13407
Hindu Cultural Center,(716) 688-2460,https://www.yellowpages.com/getzville-ny/mip/hindu-cultural-center-12766357,"Religious Organizations,Hindu Places of Worship,Churches & Places of Worship",http://www.hcswny.net,1595 N French Rd,Getzville,NY,14068
Schalmont Central School Supt,(518) 355-9200,https://www.yellowpages.com/schenectady-ny/mip/schalmont-central-school-supt-8206911,"Public Schools,Schools,Elementary Schools",http://www.schalmont.org,401 Duanesburg Rd,Schenectady,NY,12306
Buffalo Public Schools,(716) 816-4180,https://www.yellowpages.com/buffalo-ny/mip/buffalo-public-schools-16923611,"Public Schools,Government Offices,Schools",http://buffaloschools.org,1095 Jefferson Ave,Buffalo,NY,14208
St Mary's Church,(802) 388-4444,https://www.yellowpages.com/middlebury-vt/mip/st-marys-church-15881430,"Religious Organizations,Catholic Churches,Churches & Places of Worship",http://vermontcatholic.org,326 College St,Middlebury,VT,05753
Area Schools School District,(518) 853-3185,https://www.yellowpages.com/fonda-ny/mip/area-schools-school-district-466820190,"Public Schools,Educational Services,Schools",,112 Old Johnstown Rd,Fonda,NY,12068
Buffalo Public Schools,(716) 464-8696,https://www.yellowpages.com/buffalo-ny/mip/buffalo-public-schools-18460669,"Public Schools,Schools",http://buffaloschools.org,1300 Elmwood Ave,Buffalo,NY,14222
Knapps Station Community Church,(315) 353-5093,https://www.yellowpages.com/norwood-ny/mip/knapps-station-community-church-6544242,"Religious Organizations,Community Churches,Churches & Places of Worship",http://knappsstation.org,3035 County Route 47,Norwood,NY,13668
North Park Junior High School,(716) 478-4700,https://www.yellowpages.com/lockport-ny/mip/north-park-junior-high-school-451905359,"Public Schools,Schools",http://www.lockportschools.org,160 Passaic Ave,Lockport,NY,14094
Black River Elementary School,(315) 773-5911,https://www.yellowpages.com/black-river-ny/mip/black-river-elementary-school-468207190,"Public Schools,Elementary Schools,Preschools & Kindergarten",http://br.carthagecsd.org,160 Leray St,Black River,NY,13612
Evans Brant Central Sch Dist,(716) 926-2350,https://www.yellowpages.com/angola-ny/mip/evans-brant-central-sch-dist-454775640,Public Schools,http://www.lakeshore.wnyric.org,9455 Lake Shore Rd,Angola,NY,14006
Jehovah's Witnesses,(716) 488-3088,https://www.yellowpages.com/jamestown-ny/mip/jehovahs-witnesses-454773568,"Religious Organizations,Jehovah's Witnesses Places of Worship,Churches & Places of Worship",http://www.jw.org,3454 Baker Street Ext,Jamestown,NY,14701
Willowridge Elementary School,(716) 250-1575,https://www.yellowpages.com/buffalo-ny/mip/willowridge-elementary-school-9734047,"Public Schools,Elementary Schools,Schools",http://sweethomeschools.org,480 Willow Ridge Dr,Buffalo,NY,14228
Emerson J Dillon Middle School,(315) 695-1521,https://www.yellowpages.com/phoenix-ny/mip/emerson-j-dillon-middle-school-4517094,"Public Schools,Schools,Middle Schools",https://www.phoenixcsd.org,116 Volney St,Phoenix,NY,13135
Sisters of St. Francis,(716) 884-0640,https://www.yellowpages.com/buffalo-ny/mip/sisters-of-st-francis-13505904,"Religious Organizations,Churches & Places of Worship",http://ssfhs.org,719 West Ave,Buffalo,NY,14213
Clark Wood Elementary School,(814) 258-5131,https://www.yellowpages.com/elkland-pa/mip/clark-wood-elementary-school-8025611,"Public Schools,Elementary Schools,Schools",https://www.ntiogasd.org,110a Ellison Rd,Elkland,PA,16920
Utica City School District Administrative Offices,(315) 368-6013,https://www.yellowpages.com/utica-ny/mip/utica-city-school-district-administrative-offices-17064192,"Public Schools,Schools",,Administrative Offices,Utica,NY,13501
New York District Assembly,(315) 622-2700,https://www.yellowpages.com/liverpool-ny/mip/new-york-district-assembly-507352540,"Religious Organizations,Churches & Places of Worship",,8130 Oswego Rd,Liverpool,NY,13090
Hornell City School District,(607) 324-3700,https://www.yellowpages.com/hornell-ny/mip/hornell-city-school-district-1477815,"Public Schools,Schools",http://www.hornellcityschools.com,24 State St,Hornell,NY,14843
W E Severn Elementary School,(607) 962-6844,https://www.yellowpages.com/corning-ny/mip/w-e-severn-elementary-school-9191407,"Public Schools,Elementary Schools,Preschools & Kindergarten",http://www.corningareaschools.com/schools/severn,1 Mcmahon Ave,Corning,NY,14830
Harvest Field Baptist,(315) 945-0287,https://www.yellowpages.com/seneca-falls-ny/mip/harvest-field-baptist-459252094,"Religious Organizations,Baptist Churches,Churches & Places of Worship",https://www.harvestfieldbaptist.org,2382 Leader Rd,Seneca Falls,NY,13148
Bethlehem Chabad,(518) 866-7658,https://www.yellowpages.com/delmar-ny/mip/bethlehem-chabad-531728558,"Religious Organizations,Synagogues",http://www.bethlehemchabad.com,393 Delaware Ave,Delmar,NY,12054
Yeshiva Torah Vodaath & Mesivta,(718) 462-8747,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-torah-vodaath-mesivta-7136976,"Private Schools (K-12),Schools,Religious General Interest Schools",https://www.torahvodaath.org,425 E 9th St,Brooklyn,NY,11218
One Hundred Clinton Sq,(315) 476-5376,https://www.yellowpages.com/fayetteville-ny/mip/one-hundred-clinton-sq-459514305,Public Schools,,100 Clinton St,Fayetteville,NY,13066
East Quogue School,(631) 653-5210,https://www.yellowpages.com/east-quogue-ny/mip/east-quogue-school-458546108,"Public Schools,Preschools & Kindergarten,Elementary Schools",http://www.eastquogue.k12.ny.us,6 Central Ave,East Quogue,NY,11942
Cooperstown Elementary School,(607) 547-9976,https://www.yellowpages.com/cooperstown-ny/mip/cooperstown-elementary-school-9051297,"Public Schools,Preschools & Kindergarten,Elementary Schools",http://www.cooperstowncs.org,21 Walnut St,Cooperstown,NY,13326
Harrisena Community Church,(518) 792-1902,https://www.yellowpages.com/queensbury-ny/mip/harrisena-community-church-8286615,"Religious Organizations,Evangelical Covenant Churches,Churches & Places of Worship",http://www.harrisena.org,1616 Ridge Rd,Queensbury,NY,12804
B C Cate Elementary School,(607) 535-7267,https://www.yellowpages.com/montour-falls-ny/mip/b-c-cate-elementary-school-14920178,"Public Schools,Schools",,,Montour Falls,NY,14865
Flynn Elementary School,(802) 864-8478,https://www.yellowpages.com/burlington-vt/mip/flynn-elementary-school-2587675,"Public Schools,Elementary Schools,Preschools & Kindergarten",http://www.bsdvt.org,1645 North Ave,Burlington,VT,05408
Knights of Columbus,(716) 875-5780,https://www.yellowpages.com/buffalo-ny/mip/knights-of-columbus-2542684,"Religious Organizations,Fraternal Organizations,Community Organizations",http://www.kofc.org,1530 Kenmore Ave,Buffalo,NY,14216
William Barkley School,(518) 843-1850,https://www.yellowpages.com/amsterdam-ny/mip/william-barkley-school-531142931,"Public Schools,Preschools & Kindergarten,Elementary Schools",http://gasd.org,66 Destefano Pl,Amsterdam,NY,12010
